,GAME_DATE,Player_Name,MATCHUP,PTS_PROP,REB_PROP,AST_PROP,BLK_PROP,STL_PROP,3PTS_PROP,PRA_PROP,PR_PROP,PA_PROP,RA_PROP,Player_ID,SEASON_ID
12352,2022-12-26,Kevin Knox II,DET vs. LAC,,3.5,,0.5,0.5,1.5,,,,3.5,1628995.0,22022
12353,2022-12-26,Coby White,CHI vs. HOU,9.5,,2.5,0.5,0.5,1.5,14.5,12.5,12.5,5.5,1629632.0,22022
12354,2022-12-26,Jaden Ivey,DET vs. LAC,15.5,3.5,3.5,0.5,0.5,,23.5,19.5,19.5,7.5,1631093.0,22022
12355,2022-12-26,Tre Jones,SAS vs. UTH,,3.5,6.5,0.5,1.5,0.5,23.5,16.5,19.5,9.5,1630200.0,22022
12356,2022-12-26,Goran Dragic,CHI vs. HOU,7.5,1.5,2.5,0.5,,1.5,12.5,,11.5,4.5,201609.0,22022
12357,2022-12-26,Alec Burks,DET vs. LAC,10.5,3.5,1.5,0.5,0.5,,15.5,13.5,12.5,5.5,202692.0,22022
12358,2022-12-26,Yuta Watanabe,BKN @ CLE,,,,0.5,,1.5,,,,,1629139.0,22022
12359,2022-12-26,Trey Murphy III,NOR vs. IND,,,,,0.5,,,,,,1630530.0,22022
12360,2022-12-27,Aaron Gordon,DEN @ SAC,9.5,3.5,,0.5,0.5,0.5,14.5,24.5,,,203932.0,22022
12361,2022-12-27,Julius Randle,NYK @ DAL,,9.5,,0.5,0.5,2.5,,,33.5,15.5,203944.0,22022
12362,2022-12-27,Joel Embiid,PHI @ WAS,31.5,,3.5,1.5,0.5,0.5,,41.5,35.5,,203954.0,22022
12363,2022-12-27,James Harden,PHI @ WAS,20.5,,10.5,0.5,1.5,2.5,,,30.5,15.5,201935.0,22022
12364,2022-12-27,Nikola Jokic,DEN @ SAC,26.5,12.5,8.5,0.5,1.5,0.5,,39.5,36.5,21.5,203999.0,22022
12365,2022-12-27,Fred VanVleet,TOR vs. LAC,18.5,3.5,5.5,,1.5,2.5,27.5,22.5,23.5,9.5,1627832.0,22022
12366,2022-12-27,Trae Young,ATL @ IND,27.5,3.5,9.5,0.5,0.5,2.5,40.5,30.5,37.5,12.5,1629027.0,22022
12367,2022-12-27,Jordan Poole,GSW vs. CHA,27.5,2.5,,0.5,0.5,3.5,35.5,29.5,31.5,8.5,1629673.0,22022
12368,2022-12-27,Bruce Brown Jr.,DEN @ SAC,8.5,3.5,2.5,0.5,0.5,0.5,16.5,,12.5,7.5,,22022
12369,2022-12-27,Kevin Porter Jr.,HOU @ BOS,19.5,4.5,,0.5,1.5,1.5,28.5,23.5,24.5,9.5,1629645.0,22022
12370,2022-12-27,Kentavious Caldwell-Pope,DEN @ SAC,10.5,2.5,1.5,0.5,0.5,1.5,,14.5,,4.5,203484.0,22022
12371,2022-12-27,Kawhi Leonard,LAC @ TOR,20.5,6.5,4.5,0.5,0.5,1.5,31.5,26.5,25.5,10.5,202695.0,22022
12372,2022-12-27,Ivica Zubac,LAC @ TOR,8.5,9.5,,1.5,0.5,,18.5,18.5,9.5,10.5,1627826.0,22022
12373,2022-12-27,Jalen Green,HOU @ BOS,20.5,4.5,,0.5,0.5,2.5,28.5,24.5,23.5,6.5,1630224.0,22022
12374,2022-12-27,RJ Barrett,NYK @ DAL,24.5,5.5,3.5,0.5,0.5,1.5,34.5,30.5,28.5,,1629628.0,22022
12375,2022-12-27,Jonathan Kuminga,GSW vs. CHA,,3.5,1.5,0.5,,0.5,15.5,,11.5,,1630228.0,22022
12376,2022-12-27,Michael Porter Jr.,DEN @ SAC,15.5,5.5,1.5,,0.5,,,,17.5,7.5,1629008.0,22022
12377,2022-12-27,Scottie Barnes,TOR vs. LAC,14.5,6.5,3.5,0.5,0.5,0.5,25.5,22.5,18.5,10.5,1630567.0,22022
12378,2022-12-27,Kristaps Porzingis,WAS vs. PHI,20.5,8.5,,1.5,0.5,1.5,31.5,29.5,22.5,10.5,204001.0,22022
12379,2022-12-27,Mo Bamba,ORL vs. LAL,6.5,,0.5,0.5,0.5,1.5,,12.5,8.5,,1628964.0,22022
12380,2022-12-27,OG Anunoby,TOR vs. LAC,17.5,5.5,1.5,0.5,1.5,1.5,24.5,22.5,19.5,7.5,,22022
12381,2022-12-27,Georges Niang,PHI @ WAS,,2.5,0.5,0.5,0.5,1.5,,11.5,,2.5,1627777.0,22022
12382,2022-12-27,Tim Hardaway Jr.,DAL vs. NYK,16.5,3.5,1.5,0.5,0.5,3.5,21.5,20.5,17.5,5.5,203501.0,22022
12383,2022-12-27,Tyus Jones,MEM vs. PHO,7.5,1.5,,0.5,0.5,0.5,,9.5,,,1626145.0,22022
12384,2022-12-27,Dillon Brooks,MEM vs. PHO,15.5,3.5,,0.5,0.5,1.5,21.5,19.5,18.5,6.5,1628415.0,22022
12385,2022-12-27,Tobias Harris,PHI @ WAS,15.5,5.5,1.5,,0.5,1.5,24.5,22.5,18.5,,202699.0,22022
12386,2022-12-27,Reggie Jackson,LAC @ TOR,10.5,2.5,2.5,0.5,,1.5,15.5,12.5,13.5,5.5,202704.0,22022
12387,2022-12-27,Jakob Poeltl,SAS @ OKC,11.5,8.5,,1.5,0.5,,22.5,21.5,14.5,10.5,1627751.0,22022
12388,2022-12-27,P.J. Tucker,PHI @ WAS,3.5,3.5,,0.5,0.5,0.5,,7.5,4.5,,200782.0,22022
12389,2022-12-27,Gary Harris,ORL vs. LAL,7.5,,,0.5,0.5,1.5,,,,,203914.0,22022
12390,2022-12-27,Dennis Schroder,LAL @ ORL,11.5,2.5,,0.5,0.5,,18.5,14.5,15.5,7.5,203471.0,22022
12391,2022-12-27,Paul George,LAC @ TOR,21.5,5.5,,,1.5,2.5,33.5,27.5,27.5,11.5,202331.0,22022
12392,2022-12-27,Deandre Ayton,PHO @ MEM,20.5,8.5,1.5,0.5,0.5,0.5,31.5,29.5,22.5,10.5,1629028.0,22022
12393,2022-12-27,Alperen Sengun,HOU @ BOS,13.5,7.5,2.5,0.5,0.5,0.5,24.5,21.5,16.5,10.5,1630578.0,22022
12394,2022-12-27,Monte Morris,WAS vs. PHI,8.5,2.5,,0.5,0.5,1.5,16.5,,13.5,6.5,1628420.0,22022
12395,2022-12-27,LaMelo Ball,CHA @ GSW,24.5,6.5,7.5,0.5,1.5,3.5,38.5,31.5,32.5,13.5,1630163.0,22022
12396,2022-12-27,Devin Vassell,SAS @ OKC,20.5,4.5,3.5,,1.5,2.5,28.5,24.5,23.5,7.5,1630170.0,22022
12397,2022-12-27,Luguentz Dort,OKC vs. SAS,14.5,,2.5,0.5,0.5,1.5,21.5,19.5,17.5,6.5,1629652.0,22022
12398,2022-12-27,Luka Doncic,DAL vs. NYK,30.5,7.5,8.5,0.5,1.5,3.5,47.5,38.5,39.5,17.5,1629029.0,22022
12399,2022-12-27,Paolo Banchero,ORL vs. LAL,20.5,,3.5,0.5,0.5,1.5,31.5,26.5,24.5,10.5,1631094.0,22022
12400,2022-12-27,Mason Plumlee,CHA @ GSW,10.5,9.5,,0.5,0.5,,23.5,20.5,13.5,12.5,203486.0,22022
12401,2022-12-27,Christian Wood,DAL vs. NYK,18.5,,1.5,1.5,0.5,1.5,,,20.5,,1626174.0,22022
12402,2022-12-27,Jaren Jackson Jr.,MEM vs. PHO,13.5,,0.5,1.5,0.5,,20.5,20.5,14.5,6.5,1628991.0,22022
12403,2022-12-27,Jaylen Brown,BOS vs. HOU,26.5,6.5,3.5,,1.5,2.5,37.5,33.5,30.5,10.5,1627759.0,22022
12404,2022-12-27,Draymond Green,GSW vs. CHA,7.5,7.5,6.5,0.5,0.5,0.5,22.5,15.5,15.5,14.5,203110.0,22022
12405,2022-12-27,Wenyen Gabriel,LAL @ ORL,5.5,,0.5,0.5,0.5,0.5,11.5,10.5,6.5,,1629117.0,22022
12406,2022-12-27,Santi Aldama,MEM vs. PHO,6.5,4.5,1.5,0.5,,0.5,12.5,11.5,8.5,5.5,1630583.0,22022
12407,2022-12-27,Shake Milton,PHI @ WAS,8.5,2.5,2.5,0.5,0.5,0.5,14.5,11.5,11.5,5.5,1629003.0,22022
12408,2022-12-27,P.J. Washington,CHA @ GSW,12.5,4.5,1.5,0.5,0.5,1.5,,19.5,15.5,6.5,1629023.0,22022
12409,2022-12-27,Aleksej Pokusevski,OKC vs. SAS,9.5,5.5,2.5,0.5,0.5,1.5,17.5,15.5,11.5,8.5,1630197.0,22022
12410,2022-12-27,Kevon Looney,GSW vs. CHA,7.5,,2.5,0.5,0.5,,20.5,17.5,10.5,12.5,1626172.0,22022
12411,2022-12-27,Ja Morant,MEM vs. PHO,27.5,6.5,8.5,0.5,1.5,1.5,42.5,34.5,35.5,15.5,1629630.0,22022
12412,2022-12-27,Josh Giddey,OKC vs. SAS,15.5,8.5,,0.5,0.5,0.5,29.5,24.5,21.5,14.5,1630581.0,22022
12413,2022-12-27,Torrey Craig,PHO @ MEM,10.5,,1.5,0.5,0.5,1.5,16.5,15.5,11.5,7.5,1628470.0,22022
12414,2022-12-27,Bradley Beal,WAS vs. PHI,21.5,4.5,4.5,0.5,0.5,1.5,31.5,26.5,26.5,9.5,203078.0,22022
12415,2022-12-27,Dejounte Murray,ATL @ IND,20.5,5.5,5.5,0.5,1.5,1.5,32.5,26.5,26.5,11.5,1627749.0,22022
12416,2022-12-27,Luke Kennard,LAC @ TOR,8.5,2.5,1.5,0.5,,1.5,13.5,11.5,10.5,4.5,1628379.0,22022
12417,2022-12-27,De'Aaron Fox,SAC vs. DEN,24.5,5.5,8.5,,,1.5,,,,,1628368.0,22022
12418,2022-12-27,Terry Rozier,CHA @ GSW,21.5,,4.5,0.5,0.5,2.5,29.5,26.5,25.5,8.5,1626179.0,22022
12419,2022-12-27,Chris Paul,PHO @ MEM,,3.5,10.5,0.5,1.5,1.5,30.5,19.5,26.5,14.5,101108.0,22022
12420,2022-12-27,Kyle Kuzma,WAS vs. PHI,20.5,,3.5,0.5,0.5,2.5,30.5,27.5,23.5,10.5,1628398.0,22022
12421,2022-12-27,Buddy Hield,IND vs. ATL,16.5,4.5,2.5,0.5,0.5,3.5,23.5,20.5,19.5,7.5,1627741.0,22022
12422,2022-12-27,Kenyon Martin Jr.,HOU @ BOS,10.5,4.5,1.5,,,0.5,16.5,16.5,12.5,6.5,1630231.0,22022
12423,2022-12-27,Brandon Clarke,MEM vs. PHO,9.5,5.5,0.5,0.5,,,16.5,15.5,10.5,7.5,1629634.0,22022
12424,2022-12-27,Thomas Bryant,LAL @ ORL,13.5,7.5,,0.5,,0.5,23.5,21.5,15.5,9.5,1628418.0,22022
12425,2022-12-27,Jabari Smith Jr.,HOU @ BOS,12.5,6.5,0.5,0.5,,1.5,19.5,18.5,13.5,6.5,1631095.0,22022
12426,2022-12-27,Norman Powell,LAC @ TOR,12.5,2.5,1.5,0.5,0.5,1.5,17.5,16.5,14.5,4.5,1626181.0,22022
12427,2022-12-27,Pascal Siakam,TOR vs. LAC,,8.5,6.5,0.5,0.5,1.5,39.5,33.5,30.5,14.5,1627783.0,22022
12428,2022-12-27,Tyrese Haliburton,IND vs. ATL,19.5,3.5,10.5,0.5,1.5,,33.5,23.5,29.5,13.5,1630169.0,22022
12429,2022-12-27,Gordon Hayward,CHA @ GSW,,5.5,2.5,0.5,0.5,1.5,,,,,202330.0,22022
12430,2022-12-27,Austin Reaves,LAL @ ORL,11.5,2.5,1.5,0.5,,1.5,16.5,14.5,12.5,4.5,1630559.0,22022
12431,2022-12-27,Marcus Morris Sr.,LAC @ TOR,12.5,4.5,1.5,0.5,,1.5,18.5,16.5,13.5,5.5,202694.0,22022
12432,2022-12-27,Moritz Wagner,ORL vs. LAL,12.5,6.5,1.5,,0.5,1.5,20.5,18.5,13.5,8.5,1629021.0,22022
12433,2022-12-27,Kenrich Williams,OKC vs. SAS,7.5,4.5,1.5,0.5,0.5,0.5,14.5,12.5,9.5,6.5,1629026.0,22022
12434,2022-12-27,Tre Jones,SAS @ OKC,13.5,3.5,,0.5,1.5,0.5,24.5,17.5,20.5,10.5,1630200.0,22022
12435,2022-12-27,Ty Jerome,GSW vs. CHA,8.5,2.5,2.5,0.5,0.5,1.5,13.5,10.5,11.5,5.5,1629660.0,22022
12436,2022-12-27,Keldon Johnson,SAS @ OKC,,5.5,2.5,0.5,0.5,2.5,29.5,26.5,,8.5,1629640.0,22022
12437,2022-12-27,Franz Wagner,ORL vs. LAL,19.5,3.5,2.5,0.5,0.5,,25.5,,21.5,6.5,1630532.0,22022
12438,2022-12-27,Jayson Tatum,BOS vs. HOU,30.5,7.5,3.5,0.5,1.5,,40.5,36.5,33.5,11.5,1628369.0,22022
12439,2022-12-27,Shai Gilgeous-Alexander,OKC vs. SAS,32.5,5.5,5.5,0.5,1.5,,42.5,36.5,37.5,11.5,1628983.0,22022
12440,2022-12-27,Mikal Bridges,PHO @ MEM,17.5,3.5,2.5,0.5,0.5,2.5,24.5,21.5,20.5,6.5,1628969.0,22022
12441,2022-12-27,Markelle Fultz,ORL vs. LAL,11.5,3.5,,0.5,1.5,,21.5,15.5,17.5,9.5,1628365.0,22022
12442,2022-12-27,Klay Thompson,GSW vs. CHA,24.5,,2.5,,0.5,4.5,,,25.5,6.5,202691.0,22022
12443,2022-12-27,Andrew Nembhard,IND vs. ATL,8.5,3.5,3.5,0.5,0.5,1.5,15.5,12.5,11.5,6.5,1629614.0,22022
12444,2022-12-27,Derrick White,BOS vs. HOU,9.5,2.5,3.5,0.5,0.5,1.5,16.5,13.5,13.5,,1628401.0,22022
12445,2022-12-27,Nicolas Batum,LAC @ TOR,6.5,3.5,1.5,0.5,0.5,1.5,11.5,10.5,7.5,5.5,201587.0,22022
12446,2022-12-27,Spencer Dinwiddie,DAL vs. NYK,15.5,3.5,4.5,0.5,0.5,2.5,23.5,19.5,20.5,7.5,203915.0,22022
12447,2022-12-27,Myles Turner,IND vs. ATL,14.5,8.5,1.5,1.5,0.5,,24.5,23.5,,,1626167.0,22022
12448,2022-12-27,Lonnie Walker IV,LAL @ ORL,14.5,2.5,0.5,0.5,0.5,1.5,18.5,17.5,15.5,3.5,1629022.0,22022
12449,2022-12-27,De'Anthony Melton,PHI @ WAS,12.5,4.5,2.5,0.5,1.5,2.5,19.5,,14.5,7.5,1629001.0,22022
12450,2022-12-27,Russell Westbrook III,LAL @ ORL,14.5,5.5,6.5,0.5,0.5,0.5,27.5,,21.5,,,22022
12451,2022-12-27,Jeremy Sochan,SAS @ OKC,,5.5,,0.5,0.5,0.5,,,,,1631110.0,22022
12452,2022-12-27,Marcus Smart,BOS vs. HOU,11.5,3.5,7.5,0.5,1.5,1.5,21.5,14.5,,10.5,203935.0,22022
12453,2022-12-27,Jamal Murray,DEN @ SAC,21.5,4.5,6.5,0.5,1.5,1.5,31.5,25.5,27.5,10.5,1627750.0,22022
12454,2022-12-27,Cole Anthony,ORL vs. LAL,12.5,4.5,,0.5,0.5,1.5,20.5,16.5,16.5,8.5,1630175.0,22022
12455,2022-12-27,Wendell Carter Jr.,ORL vs. LAL,,,1.5,0.5,0.5,0.5,,,,,1628976.0,22022
12456,2022-12-27,Steven Adams,MEM vs. PHO,,9.5,1.5,0.5,0.5,,19.5,,9.5,11.5,203500.0,22022
12457,2022-12-27,Tari Eason,HOU @ BOS,8.5,4.5,0.5,,0.5,0.5,13.5,12.5,9.5,,1631106.0,22022
12458,2022-12-27,Al Horford,BOS vs. HOU,9.5,6.5,2.5,0.5,0.5,1.5,18.5,16.5,12.5,8.5,201143.0,22022
12459,2022-12-27,Jalen Williams,OKC vs. SAS,12.5,,2.5,0.5,0.5,0.5,19.5,16.5,15.5,6.5,1631114.0,22022
12460,2022-12-27,Patrick Beverley,LAL @ ORL,7.5,,2.5,0.5,1.5,1.5,14.5,11.5,10.5,6.5,201976.0,22022
12461,2022-12-27,Bol Bol,ORL vs. LAL,9.5,5.5,1.5,1.5,0.5,0.5,17.5,15.5,11.5,7.5,1629626.0,22022
12462,2022-12-27,Anthony Lamb,GSW vs. CHA,6.5,2.5,1.5,0.5,0.5,1.5,11.5,9.5,7.5,4.5,1630237.0,22022
12463,2022-12-27,LeBron James,LAL @ ORL,31.5,8.5,6.5,0.5,,2.5,46.5,39.5,37.5,14.5,2544.0,22022
12464,2022-12-27,Donte DiVincenzo,GSW vs. CHA,,,,0.5,1.5,,,,,,1628978.0,22022
12465,2022-12-27,Mitchell Robinson,NYK @ DAL,,9.5,0.5,1.5,0.5,,18.5,17.5,9.5,10.5,1629011.0,22022
12466,2022-12-27,Kevin Huerter,SAC vs. DEN,,3.5,3.5,,,2.5,,,,,1628989.0,22022
12467,2022-12-28,Kyle Lowry,MIA vs. LAL,12.5,3.5,,0.5,0.5,2.5,25.5,16.5,18.5,,200768.0,22022
12468,2022-12-28,Donte DiVincenzo,GSW vs. UTH,,,,0.5,1.5,,,,16.5,,1628978.0,22022
12469,2022-12-28,Kevin Durant,BKN @ ATL,28.5,6.5,4.5,0.5,0.5,1.5,39.5,34.5,33.5,11.5,201142.0,22022
12470,2022-12-28,Zach LaVine,CHI vs. MIL,21.5,4.5,,0.5,0.5,2.5,30.5,25.5,25.5,8.5,203897.0,22022
12471,2022-12-28,Kevon Looney,GSW vs. UTH,8.5,8.5,2.5,0.5,,,20.5,,,11.5,1626172.0,22022
12472,2022-12-28,Tyler Herro,MIA vs. LAL,20.5,5.5,3.5,0.5,0.5,3.5,30.5,26.5,25.5,10.5,1629639.0,22022
12473,2022-12-28,T.J. Warren,BKN @ ATL,11.5,3.5,1.5,0.5,0.5,0.5,16.5,,,5.5,203933.0,22022
12474,2022-12-28,Kyrie Irving,BKN @ ATL,25.5,4.5,4.5,0.5,0.5,3.5,34.5,30.5,30.5,8.5,202681.0,22022
12475,2022-12-28,Bam Adebayo,MIA vs. LAL,20.5,9.5,,0.5,0.5,,33.5,30.5,23.5,13.5,1628389.0,22022
12476,2022-12-28,Thomas Bryant,LAL @ MIA,12.5,,0.5,0.5,0.5,0.5,22.5,19.5,,,1628418.0,22022
12477,2022-12-28,DeMar DeRozan,CHI vs. MIL,24.5,4.5,4.5,0.5,0.5,0.5,35.5,30.5,30.5,,201942.0,22022
12478,2022-12-28,Jordan Poole,GSW vs. UTH,28.5,2.5,4.5,0.5,0.5,,36.5,30.5,32.5,7.5,1629673.0,22022
12479,2022-12-28,Jalen Duren,DET vs. ORL,10.5,,1.5,0.5,0.5,,,21.5,11.5,,1631105.0,22022
12480,2022-12-28,Jarred Vanderbilt,UTH @ GSW,7.5,,1.5,,0.5,0.5,16.5,14.5,9.5,8.5,1629020.0,22022
12481,2022-12-28,Max Strus,MIA vs. LAL,9.5,2.5,1.5,0.5,0.5,,,,,,1629622.0,22022
12482,2022-12-28,Saddiq Bey,DET vs. ORL,12.5,,,0.5,0.5,1.5,,,,,1630180.0,22022
12483,2022-12-28,Nikola Vucevic,CHI vs. MIL,15.5,,2.5,0.5,0.5,1.5,,,,11.5,202696.0,22022
12484,2022-12-28,Nikola Jokic,DEN @ SAC,26.5,12.5,9.5,0.5,1.5,0.5,48.5,39.5,37.5,22.5,203999.0,22022
12485,2022-12-28,Keegan Murray,SAC vs. DEN,11.5,3.5,0.5,0.5,0.5,1.5,17.5,16.5,13.5,5.5,1631099.0,22022
12486,2022-12-28,Kentavious Caldwell-Pope,DEN @ SAC,11.5,2.5,1.5,0.5,0.5,1.5,16.5,14.5,13.5,4.5,203484.0,22022
12487,2022-12-28,Deandre Ayton,PHO @ WAS,21.5,9.5,1.5,0.5,,0.5,32.5,30.5,22.5,11.5,1629028.0,22022
12488,2022-12-28,Michael Porter Jr.,DEN @ SAC,17.5,5.5,,,0.5,2.5,24.5,22.5,18.5,7.5,1629008.0,22022
12489,2022-12-28,Franz Wagner,ORL @ DET,18.5,3.5,2.5,,0.5,1.5,24.5,21.5,20.5,,1630532.0,22022
12490,2022-12-28,Dennis Schroder,LAL @ MIA,11.5,2.5,3.5,0.5,0.5,1.5,17.5,,14.5,6.5,203471.0,22022
12491,2022-12-28,Patrick Beverley,LAL @ MIA,7.5,3.5,,0.5,0.5,,13.5,11.5,9.5,,201976.0,22022
12492,2022-12-28,Moritz Wagner,ORL @ DET,10.5,,,0.5,,1.5,18.5,17.5,12.5,,1629021.0,22022
12493,2022-12-28,CJ McCollum,NOR vs. MIN,21.5,4.5,6.5,0.5,0.5,2.5,32.5,25.5,27.5,,203468.0,22022
12494,2022-12-28,Jimmy Butler,MIA vs. LAL,20.5,6.5,5.5,,1.5,0.5,33.5,27.5,26.5,13.5,202710.0,22022
12495,2022-12-28,Ben Simmons,BKN @ ATL,,,6.5,0.5,1.5,,,,,13.5,1627732.0,22022
12496,2022-12-28,Jrue Holiday,MIL @ CHI,18.5,5.5,7.5,,1.5,2.5,31.5,23.5,26.5,12.5,201950.0,22022
12497,2022-12-28,De'Aaron Fox,SAC vs. DEN,23.5,4.5,5.5,0.5,0.5,1.5,33.5,27.5,28.5,10.5,1628368.0,22022
12498,2022-12-28,Torrey Craig,PHO @ WAS,9.5,,1.5,0.5,0.5,1.5,17.5,15.5,11.5,6.5,1628470.0,22022
12499,2022-12-28,Kyle Kuzma,WAS vs. PHO,22.5,6.5,3.5,0.5,,2.5,33.5,29.5,25.5,10.5,1628398.0,22022
12500,2022-12-28,Nic Claxton,BKN @ ATL,10.5,7.5,1.5,1.5,0.5,,19.5,18.5,11.5,9.5,1629651.0,22022
12501,2022-12-28,Jevon Carter,MIL @ CHI,8.5,3.5,3.5,,1.5,1.5,15.5,11.5,12.5,,1628975.0,22022
12502,2022-12-28,Markelle Fultz,ORL @ DET,,3.5,,0.5,1.5,0.5,,,,8.5,1628365.0,22022
12503,2022-12-28,Royce O'Neale,BKN @ ATL,8.5,4.5,3.5,0.5,0.5,2.5,15.5,12.5,11.5,7.5,1626220.0,22022
12504,2022-12-28,Malik Beasley,UTH @ GSW,13.5,,1.5,0.5,0.5,2.5,17.5,16.5,14.5,4.5,1627736.0,22022
12505,2022-12-28,Isaiah Stewart,DET vs. ORL,12.5,6.5,1.5,0.5,,1.5,21.5,19.5,13.5,8.5,1630191.0,22022
12506,2022-12-28,Paolo Banchero,ORL @ DET,19.5,,3.5,0.5,0.5,1.5,30.5,26.5,24.5,10.5,1631094.0,22022
12507,2022-12-28,LeBron James,LAL @ MIA,28.5,,5.5,0.5,0.5,1.5,42.5,36.5,34.5,13.5,2544.0,22022
12508,2022-12-28,Grayson Allen,MIL @ CHI,10.5,3.5,2.5,0.5,0.5,1.5,16.5,14.5,12.5,6.5,1628960.0,22022
12509,2022-12-28,Jaden Ivey,DET vs. ORL,15.5,3.5,3.5,0.5,0.5,1.5,23.5,19.5,19.5,7.5,1631093.0,22022
12510,2022-12-28,Harrison Barnes,SAC vs. DEN,13.5,,1.5,0.5,0.5,1.5,22.5,20.5,17.5,7.5,203084.0,22022
12511,2022-12-28,Brook Lopez,MIL @ CHI,14.5,5.5,1.5,1.5,,1.5,20.5,20.5,15.5,7.5,201572.0,22022
12512,2022-12-28,Jamal Murray,DEN @ SAC,21.5,3.5,6.5,,,2.5,31.5,,,,1627750.0,22022
12513,2022-12-28,Kevin Huerter,SAC vs. DEN,15.5,3.5,2.5,0.5,0.5,2.5,22.5,19.5,18.5,,1628989.0,22022
12514,2022-12-28,Mikal Bridges,PHO @ WAS,16.5,3.5,,0.5,0.5,2.5,23.5,20.5,19.5,6.5,1628969.0,22022
12515,2022-12-28,D'Angelo Russell,MIN @ NOR,17.5,3.5,7.5,,0.5,2.5,28.5,20.5,25.5,,1626156.0,22022
12516,2022-12-28,Jordan Clarkson,UTH @ GSW,20.5,3.5,4.5,0.5,0.5,2.5,28.5,25.5,25.5,7.5,203903.0,22022
12517,2022-12-28,Trey Murphy III,NOR vs. MIN,12.5,4.5,1.5,0.5,0.5,2.5,18.5,17.5,14.5,,1630530.0,22022
12518,2022-12-28,Lonnie Walker IV,LAL @ MIA,14.5,2.5,0.5,0.5,0.5,1.5,17.5,16.5,15.5,3.5,1629022.0,22022
12519,2022-12-28,Chris Paul,PHO @ WAS,15.5,3.5,10.5,0.5,1.5,1.5,29.5,18.5,25.5,14.5,101108.0,22022
12520,2022-12-28,Seth Curry,BKN @ ATL,,,1.5,0.5,0.5,1.5,,,,,203552.0,22022
12521,2022-12-28,Mike Conley,UTH @ GSW,,2.5,6.5,0.5,0.5,1.5,,,,8.5,201144.0,22022
12522,2022-12-28,Deni Avdija,WAS vs. PHO,7.5,,,,,,,,,,1630166.0,22022
12523,2022-12-28,Gary Harris,ORL @ DET,,1.5,,0.5,0.5,,,,,,203914.0,22022
12524,2022-12-28,Victor Oladipo,MIA vs. LAL,,2.5,,0.5,0.5,,,,,,203506.0,22022
12525,2022-12-28,Lauri Markkanen,UTH @ GSW,22.5,7.5,1.5,,0.5,3.5,32.5,29.5,23.5,8.5,1628374.0,22022
12526,2022-12-28,Zion Williamson,NOR vs. MIN,,7.5,5.5,0.5,0.5,0.5,,,,12.5,1629627.0,22022
12527,2022-12-28,Mo Bamba,ORL @ DET,,,,0.5,0.5,0.5,,,,,1628964.0,22022
12528,2022-12-28,Anthony Edwards,MIN @ NOR,24.5,,5.5,0.5,1.5,2.5,36.5,31.5,30.5,11.5,1630162.0,22022
12529,2022-12-28,Giannis Antetokounmpo,MIL @ CHI,33.5,11.5,,0.5,0.5,0.5,52.5,46.5,40.5,18.5,203507.0,22022
12530,2022-12-28,Rudy Gobert,MIN @ NOR,14.5,12.5,0.5,1.5,0.5,,28.5,27.5,15.5,13.5,203497.0,22022
12531,2022-12-28,Kristaps Porzingis,WAS vs. PHO,23.5,8.5,2.5,,0.5,1.5,34.5,31.5,25.5,11.5,204001.0,22022
12532,2022-12-28,Wendell Carter Jr.,ORL @ DET,,,1.5,,,0.5,,,,,1628976.0,22022
12533,2022-12-28,Caleb Martin,MIA vs. LAL,,,1.5,,0.5,1.5,,,,,1628997.0,22022
12534,2022-12-28,Jaden McDaniels,MIN @ NOR,11.5,3.5,1.5,0.5,0.5,,18.5,16.5,14.5,6.5,1630183.0,22022
12535,2022-12-28,Jonas Valanciunas,NOR vs. MIN,,,1.5,0.5,0.5,0.5,,,,,202685.0,22022
12536,2022-12-28,Patrick Williams,CHI vs. MIL,10.5,4.5,1.5,0.5,0.5,1.5,17.5,15.5,12.5,,1630172.0,22022
12537,2022-12-28,Kelly Olynyk,UTH @ GSW,,,,,0.5,,,,,,203482.0,22022
12538,2022-12-28,Bojan Bogdanovic,DET vs. ORL,21.5,3.5,2.5,0.5,0.5,2.5,28.5,25.5,24.5,,202711.0,22022
12539,2022-12-28,Rui Hachimura,WAS vs. PHO,,4.5,1.5,0.5,,0.5,17.5,15.5,13.5,5.5,1629060.0,22022
12540,2022-12-28,Draymond Green,GSW vs. UTH,8.5,6.5,,0.5,0.5,,22.5,15.5,15.5,,203110.0,22022
12541,2022-12-28,Bol Bol,ORL @ DET,,,0.5,,,0.5,,,,,1629626.0,22022
12542,2022-12-28,Bogdan Bogdanovic,ATL vs. BKN,,4.5,3.5,,,2.5,,,,,203992.0,22022
12543,2022-12-28,Killian Hayes,DET vs. ORL,,,,0.5,1.5,,,,,,1630165.0,22022
12544,2022-12-28,Monte Morris,WAS vs. PHO,10.5,2.5,4.5,0.5,0.5,1.5,18.5,,15.5,,1628420.0,22022
12545,2022-12-28,Alec Burks,DET vs. ORL,11.5,3.5,2.5,0.5,0.5,1.5,17.5,15.5,13.5,5.5,202692.0,22022
12546,2022-12-28,Collin Sexton,UTH @ GSW,11.5,1.5,2.5,0.5,,0.5,16.5,13.5,,4.5,1629012.0,22022
12547,2022-12-28,Bobby Portis Jr.,MIL @ CHI,,,1.5,,,,,,,,,22022
12548,2022-12-28,Corey Kispert,WAS vs. PHO,9.5,,,,,,,,,,1630557.0,22022
